0.005 0.145301 0.000646382
0.015 0.145754 0.000806965
0.025 0.145323 0.000582276
0.035 0.146361 0.000790734
0.045 0.145507 0.000602648
0.055 0.145325 0.000541768
0.065 0.145583 0.000584586
0.075 0.145534 0.000552412
0.085 0.145866 0.00069123
0.095 0.145713 0.000607199
0.105 0.146035 0.000698351
0.115 0.146543 0.000663748
0.125 0.145696 0.000592353
0.135 0.145968 0.000608994
0.145 0.146204 0.000647665
0.155 0.146381 0.000644788
0.165 0.146312 0.000594497
0.175 0.14684 0.000576436
0.185 0.146321 0.000592103
0.195 0.147057 0.000788952
0.205 0.146842 0.000664648
0.215 0.147087 0.000547697
0.225 0.147086 0.000570518
0.235 0.146456 0.000576957
0.245 0.147611 0.000694861
0.255 0.147017 0.000602204
0.265 0.147128 0.000601576
0.275 0.147215 0.000685935
0.285 0.147477 0.00058526
0.295 0.147545 0.000604784
0.305 0.148067 0.000602575
0.315 0.147555 0.000532548
0.325 0.14808 0.000635039
0.335 0.147984 0.000703704
0.345 0.147151 0.00052574
0.355 0.147192 0.000583202
0.365 0.147913 0.000634962
0.375 0.147321 0.000584413
0.385 0.148058 0.000677214
0.395 0.147365 0.000535017
0.405 0.146937 0.000458851
0.415 0.146968 0.000500195
0.425 0.146838 0.000489006
0.435 0.147756 0.000582764
0.445 0.14777 0.000564131
0.455 0.148258 0.000626284
0.465 0.147882 0.000535
0.475 0.147904 0.00050815
0.485 0.148063 0.000612984
0.495 0.148571 0.000544877
0.505 0.149035 0.0005739
0.515 0.149437 0.000659142
0.525 0.148829 0.000580236
0.535 0.149252 0.000667413
0.545 0.14921 0.000503095
0.555 0.148857 0.000545237
0.565 0.149445 0.000686118
0.575 0.149621 0.000608462
0.585 0.150035 0.000631054
0.595 0.150142 0.000607625
0.605 0.149796 0.00053915
0.615 0.150605 0.000635425
0.625 0.150614 0.00066941
0.635 0.150058 0.000512762
0.645 0.150793 0.000522013
0.655 0.152593 0.000700177
0.665 0.152533 0.000749407
0.675 0.152518 0.000567639
0.685 0.152188 0.000524048
0.695 0.151854 0.000494918
0.705 0.152217 0.000579793
0.715 0.152275 0.000601813
0.725 0.152203 0.00057929
0.735 0.152214 0.000597519
0.745 0.152471 0.000569427
0.755 0.152487 0.000632065
0.765 0.152918 0.000589604
0.775 0.153003 0.000682916
0.785 0.152705 0.00057807
0.795 0.15259 0.000688645
0.805 0.152499 0.00059343
0.815 0.152986 0.000661304
0.825 0.153046 0.000609982
0.835 0.152702 0.000610859
0.845 0.154154 0.000734057
0.855 0.152766 0.00056862
0.865 0.153316 0.000619147
0.875 0.153358 0.000641156
0.885 0.152962 0.000597176
0.895 0.153291 0.000623934
0.905 0.152762 0.000618955
0.915 0.153149 0.000652369
0.925 0.15312 0.000569568
0.935 0.153188 0.000592163
0.945 0.153691 0.000704351
0.955 0.161775 0.000558808
0.965 0.162848 0.00073821
0.975 0.162542 0.000668924
0.985 0.162827 0.000665503
0.995 0.162007 0.000614881
1.005 0.161194 0.000524318
1.015 0.161713 0.000593283
1.025 0.162187 0.000648887
1.035 0.162019 0.000608528
1.045 0.161729 0.000605597
1.055 0.161995 0.000621638
1.065 0.161529 0.000527732
1.075 0.161352 0.000526275
1.085 0.161941 0.000574196
1.095 0.162137 0.00065942
1.105 0.161455 0.000575973
1.115 0.163021 0.000675113
1.125 0.162188 0.000637587
1.135 0.162453 0.000699711
1.145 0.161692 0.000597488
1.155 0.162481 0.000685559
1.165 0.1622 0.000676255
1.175 0.162281 0.00064341
1.185 0.162585 0.000690415
1.195 0.16259 0.000722133
1.205 0.161476 0.000553112
1.215 0.162294 0.000586465
1.225 0.163435 0.000778238
1.235 0.162871 0.000717812
1.245 0.162424 0.00058762
1.255 0.161996 0.000666768
1.265 0.162074 0.000570533
1.275 0.162151 0.000685711
1.285 0.161803 0.000637865
1.295 0.162176 0.000647141
1.305 0.161511 0.000581942
1.315 0.161805 0.000603425
1.325 0.16154 0.000550807
1.335 0.16172 0.000614999
1.345 0.161429 0.000497769
1.355 0.161598 0.000498556
1.365 0.161753 0.000529881
1.375 0.162035 0.000678374
1.385 0.162085 0.000548104
1.395 0.162285 0.000632702
1.405 0.16307 0.000679399
1.415 0.162009 0.000554899
1.425 0.162376 0.000564519
1.435 0.161871 0.000518303
1.445 0.162198 0.000553987
1.455 0.162134 0.00056014
1.465 0.162061 0.000544863
1.475 0.162936 0.000617702
1.485 0.162857 0.000591006
1.495 0.162923 0.000583324
1.505 0.163794 0.000839961
1.515 0.163454 0.000595817
1.525 0.163711 0.000645264
1.535 0.164313 0.000694993
1.545 0.164384 0.000852661
1.555 0.164967 0.000698669
1.565 0.165454 0.000653626
1.575 0.165568 0.000684672
1.585 0.165832 0.000613005
1.595 0.16612 0.000680093
1.605 0.166419 0.00078127
1.615 0.166423 0.000690912
1.625 0.1668 0.000700718
1.635 0.16711 0.000593298
1.645 0.16747 0.00059716
1.655 0.167074 0.000547816
1.665 0.167544 0.000544728
1.675 0.167877 0.00061301
1.685 0.168979 0.000690572
1.695 0.167975 0.00056785
1.705 0.168836 0.000608612
1.715 0.168741 0.000619142
1.725 0.168685 0.000630787
1.735 0.168001 0.000593314
1.745 0.168968 0.000845807
1.755 0.168303 0.000604237
1.765 0.168101 0.000547914
1.775 0.168487 0.000649224
1.785 0.168826 0.000690628
1.795 0.168432 0.000596872
1.805 0.167778 0.000551871
1.815 0.168584 0.000673696
1.825 0.168962 0.000702939
1.835 0.168487 0.000528921
1.845 0.168033 0.000552192
1.855 0.169184 0.000679567
1.865 0.168741 0.000608914
1.875 0.16878 0.000557777
1.885 0.169573 0.000694997
1.895 0.17034 0.000788455
1.905 0.169551 0.000587817
1.915 0.16966 0.000664273
1.925 0.169415 0.000609523
1.935 0.169209 0.000557606
1.945 0.170244 0.000669777
1.955 0.169866 0.000646634
1.965 0.169921 0.0007396
1.975 0.169341 0.000531586
1.985 0.170488 0.000787725
1.995 0.169738 0.000599915
2.005 0.170512 0.000698801
2.015 0.169744 0.00050474
2.025 0.170008 0.000562341
2.035 0.170537 0.000549348
2.045 0.170275 0.000580443
2.055 0.171164 0.000686305
2.065 0.170887 0.000700556
2.075 0.170542 0.000634887
2.085 0.171051 0.000668687
2.095 0.170933 0.000661489
2.105 0.171531 0.00082327
2.115 0.171004 0.000705614
2.125 0.171493 0.00068155
2.135 0.170661 0.000496304
2.145 0.170961 0.000591999
2.155 0.171712 0.000653746
2.165 0.171531 0.000731524
2.175 0.171674 0.000685554
2.185 0.171645 0.00052706
2.195 0.17265 0.00065802
2.205 0.173113 0.00074717
2.215 0.173298 0.000669533
2.225 0.17356 0.00067884
2.235 0.173457 0.000598711
2.245 0.173249 0.000542448
2.255 0.174427 0.000710872
2.265 0.174567 0.000688167
2.275 0.174023 0.000467238
2.285 0.175149 0.000495843
2.295 0.174974 0.000626957
2.305 0.175907 0.000751342
2.315 0.174658 0.000540771
2.325 0.175069 0.000521529
2.335 0.175154 0.000515999
2.345 0.176097 0.000792483
2.355 0.175249 0.000615931
2.365 0.175347 0.00056052
2.375 0.17505 0.0006041
2.385 0.175419 0.000614082
2.395 0.175599 0.000695387
2.405 0.175618 0.000601896
2.415 0.176332 0.00069462
2.425 0.17565 0.000540972
2.435 0.177315 0.00065602
2.445 0.176557 0.000627606
2.455 0.176296 0.000557693
2.465 0.176564 0.00062639
2.475 0.177448 0.000828018
2.485 0.176179 0.000601912
2.495 0.177147 0.000694736
2.505 0.177229 0.000661055
2.515 0.177593 0.000684254
2.525 0.177038 0.000663802
2.535 0.176865 0.000556426
2.545 0.177452 0.000618178
2.555 0.177927 0.000668235
2.565 0.177356 0.000533265
2.575 0.177708 0.00053669
2.585 0.17761 0.000581183
2.595 0.177848 0.000590346
2.605 0.177149 0.000496694
2.615 0.177029 0.000495778
2.625 0.178866 0.000832472
2.635 0.178005 0.000618133
2.645 0.178565 0.000614967
2.655 0.178126 0.000510565
2.665 0.177787 0.000476941
2.675 0.178461 0.000581647
2.685 0.178778 0.000611242
2.695 0.178871 0.00058982
2.705 0.178698 0.000562225
2.715 0.179538 0.000679336
2.725 0.179561 0.000619724
2.735 0.180942 0.000740433
2.745 0.180791 0.000690426
2.755 0.180199 0.000631018
2.765 0.180167 0.000601303
2.775 0.180512 0.000597921
2.785 0.180974 0.000614172
2.795 0.181921 0.000684033
2.805 0.181534 0.000657236
2.815 0.181828 0.00060969
2.825 0.183008 0.000724857
2.835 0.182635 0.000723392
2.845 0.182802 0.000642217
2.855 0.182932 0.000622633
2.865 0.183395 0.000692572
2.875 0.18363 0.000687349
2.885 0.183931 0.000700513
2.895 0.183992 0.000795342
2.905 0.183464 0.000613388
2.915 0.183268 0.000630478
2.925 0.183883 0.000702159
2.935 0.184182 0.00076192
2.945 0.183387 0.000572816
2.955 0.184189 0.000648945
2.965 0.183588 0.000693634
2.975 0.184119 0.000679925
2.985 0.183926 0.000621749
2.995 0.184295 0.000557748
3.005 0.185 0.000671953
3.015 0.184201 0.000603363
3.025 0.185155 0.000650583
3.035 0.185148 0.000644598
3.045 0.184526 0.000558112
3.055 0.184631 0.000566416
3.065 0.185113 0.000662375
3.075 0.185493 0.000788028
3.085 0.185597 0.00075336
3.095 0.186097 0.000797216
3.105 0.185705 0.00068997
3.115 0.185527 0.000765865
3.125 0.185699 0.000684368
3.135 0.185423 0.00069736
3.145 0.185067 0.000608918
3.155 0.185531 0.000631041
3.165 0.185489 0.000660008
3.175 0.185338 0.000611
3.185 0.186159 0.000598635
3.195 0.186748 0.000632229
3.205 0.186989 0.000711312
3.215 0.187066 0.000746796
3.225 0.186504 0.000707995
3.235 0.1872 0.000625614
3.245 0.186321 0.000591199
3.255 0.186486 0.000560229
3.265 0.188037 0.000798506
3.275 0.188705 0.000875024
3.285 0.18734 0.000597817
3.295 0.188938 0.000748734
3.305 0.188966 0.000650258
3.315 0.189088 0.000669876
3.325 0.188936 0.000628481
3.335 0.189988 0.000653145
3.345 0.189976 0.000636153
3.355 0.190318 0.000645882
3.365 0.19106 0.000683214
3.375 0.190886 0.000742583
3.385 0.190533 0.000671109
3.395 0.191172 0.000636163
3.405 0.191461 0.00067988
3.415 0.192546 0.000891211
3.425 0.191577 0.00079999
3.435 0.191501 0.000781006
3.445 0.192509 0.000703713
3.455 0.191955 0.000585219
3.465 0.191617 0.00065587
3.475 0.191635 0.000645821
3.485 0.192272 0.000632555
3.495 0.193113 0.000710774
3.505 0.192804 0.000632131
3.515 0.192378 0.000642567
3.525 0.193404 0.000739827
3.535 0.193249 0.000698044
3.545 0.192796 0.000669959
3.555 0.192864 0.000595715
3.565 0.193502 0.000680371
3.575 0.193662 0.000715081
3.585 0.193935 0.000745338
3.595 0.192482 0.000567499
3.605 0.193381 0.000743357
3.615 0.193089 0.000574072
3.625 0.193894 0.000654813
3.635 0.194098 0.000596378
3.645 0.194638 0.000665145
3.655 0.193896 0.000617822
3.665 0.194365 0.000615827
3.675 0.195518 0.000766401
3.685 0.195075 0.000704948
3.695 0.195382 0.000714119
3.705 0.195525 0.000654701
3.715 0.195087 0.000546465
3.725 0.195678 0.000672532
3.735 0.196002 0.000646018
3.745 0.196585 0.000580289
3.755 0.196521 0.000563105
3.765 0.196875 0.000562165
3.775 0.19833 0.000795385
3.785 0.197376 0.000659134
3.795 0.198218 0.000692672
3.805 0.198304 0.000634452
3.815 0.198958 0.000761709
3.825 0.199583 0.000671738
3.835 0.199671 0.000692091
3.845 0.199564 0.00063016
3.855 0.200087 0.00067845
3.865 0.199993 0.000666716
3.875 0.200248 0.000658246
3.885 0.200581 0.000784774
3.895 0.201385 0.000696639
3.905 0.201154 0.000721619
3.915 0.20191 0.000748838
3.925 0.202247 0.000708793
3.935 0.202356 0.000731592
3.945 0.202259 0.000713258
3.955 0.201868 0.000621077
3.965 0.202879 0.00072166
3.975 0.202248 0.000674097
3.985 0.201917 0.000674496
3.995 0.201935 0.000617132
4.005 0.202147 0.000676803
4.015 0.201939 0.000603792
4.025 0.202709 0.000719105
4.035 0.203368 0.000757131
4.045 0.204537 0.000733722
4.055 0.203505 0.000647762
4.065 0.203658 0.000713339
4.075 0.203735 0.000669109
4.085 0.204295 0.000753867
4.095 0.204049 0.000749323
4.105 0.20449 0.0006757
4.115 0.204336 0.000594565
4.125 0.205051 0.000624054
4.135 0.205138 0.000656186
4.145 0.205061 0.000668623
4.155 0.205954 0.00076239
4.165 0.205567 0.000681877
4.175 0.207374 0.000896903
4.185 0.206897 0.000804674
4.195 0.207472 0.00075076
4.205 0.207512 0.000721643
4.215 0.207016 0.000669535
4.225 0.20741 0.000617668
4.235 0.208881 0.0007623
4.245 0.209472 0.000798081
4.255 0.208934 0.00068896
4.265 0.20907 0.000762744
4.275 0.210163 0.00071197
4.285 0.210731 0.000715216
4.295 0.210161 0.00062205
4.305 0.210544 0.00064153
4.315 0.210217 0.000670182
4.325 0.210864 0.000743598
4.335 0.211006 0.000754111
4.345 0.211963 0.000891642
4.355 0.211303 0.000720009
4.365 0.211823 0.000790508
4.375 0.212987 0.00100963
4.385 0.21234 0.000713087
4.395 0.213315 0.000786959
4.405 0.212463 0.000737033
4.415 0.213182 0.000847236
4.425 0.213333 0.00086866
4.435 0.213315 0.000820805
4.445 0.212662 0.000658142
4.455 0.213317 0.000749178
4.465 0.213832 0.000694074
